mse,psnr,ssim,lpips
0.003878438612446189,24.113433837890625,0.9186079502105713,0.12668216228485107
0.003236479824408889,24.899272918701172,0.9262071847915649,0.11392591148614883
0.0032024942338466644,24.945117950439453,0.9285558462142944,0.10780614614486694
0.0033390859607607126,24.76372528076172,0.9204736948013306,0.11760424822568893
0.00352683337405324,24.526153564453125,0.9159629344940186,0.11949291080236435
0.0031922170892357826,24.959077835083008,0.9242607951164246,0.11868832260370255
0.003227734472602606,24.911022186279297,0.9183962345123291,0.11879701912403107
0.003439719323068857,24.6347713470459,0.9202682375907898,0.11670460551977158
0.002999411430209875,25.22964096069336,0.921923816204071,0.1173681989312172
