mse,psnr,ssim,lpips
0.002842565067112446,25.4628963470459,0.8847574591636658,0.10132788866758347
0.0024125813506543636,26.175182342529297,0.9012860655784607,0.08301448076963425
0.0023354359436780214,26.316320419311523,0.9021223783493042,0.0813305452466011
0.0026804537046700716,25.71791648864746,0.8870475888252258,0.08842556923627853
0.0026785831432789564,25.720949172973633,0.8875415325164795,0.09448816627264023
0.002559091430157423,25.91914176940918,0.8876103162765503,0.09381797164678574
0.0028157003689557314,25.504135131835938,0.8776863217353821,0.10568615049123764
0.002905803034082055,25.367338180541992,0.8816363215446472,0.10184431076049805
0.0027125386986881495,25.666240692138672,0.883054792881012,0.09764598309993744
